Last_name,First_name,YEAR,TEAM,TYPE
Rodriguez,Ivan,2004,2004,FA_CONTRACT
Sheffield,Gary,2004,2004,FA_CONTRACT
Pettitte,Andy,2004,2004,FA_CONTRACT
Foulke,Keith,2004,2004,FA_CONTRACT
Maddux,Greg,2004,2004,FA_CONTRACT
Lopez,Javy,2004,2004,FA_CONTRACT
Ponson,Sidney,2004,2004,FA_CONTRACT
Cameron,Mike,2004,2004,FA_CONTRACT
Escobar,Kelvim,2004,2004,FA_CONTRACT
Stewart,Shannon,2004,2004,FA_CONTRACT
Castillo,Luis,2004,2004,FA_CONTRACT
Ibanez,Raul,2004,2004,FA_CONTRACT
Batista,Miguel,2004,2004,FA_CONTRACT
Guardado,Eddie,2004,2004,FA_CONTRACT
Millwood,Kevin,2004,2004,FA_CONTRACT
Hawkins,LaTroy,2004,2004,FA_CONTRACT
Rhodes,Arthur,2004,2004,FA_CONTRACT
Spiezio,Scott,2004,2004,FA_CONTRACT
Everett,Carl,2004,2004,FA_CONTRACT
Gordon,Tom,2004,2004,FA_CONTRACT
Thomson,John,2004,2004,FA_CONTRACT
Anderson,Brian,2004,2004,FA_CONTRACT
Quantrill,Paul,2004,2004,FA_CONTRACT
Hasegawa,Shigetoshi,2004,2004,FA_CONTRACT
Lofton,Kenny,2004,2004,FA_CONTRACT
Cruz Jr.,Jose,2004,2004,FA_CONTRACT
Guillen,Jose,2004,2004,FA_CONTRACT
Rogers,Kenny,2004,2004,FA_CONTRACT
Sanders,Reggie,2004,2004,FA_CONTRACT
Suppan,Jeff,2004,2004,FA_CONTRACT
Vina,Fernando,2004,2004,FA_CONTRACT
White,Rondell,2004,2004,FA_CONTRACT
Worrell,Tim,2004,2004,FA_CONTRACT
Clemens,Roger,2004,2004,FA_CONTRACT
Sullivan,Scott,2004,2004,FA_CONTRACT
Gonzalez,Juan,2004,2004,FA_CONTRACT
Palmeiro,Rafael,2004,2004,FA_CONTRACT
Ligtenberg,Kerry,2004,2004,FA_CONTRACT
Santiago,Benito,2004,2004,FA_CONTRACT
Tavarez,Julian,2004,2004,FA_CONTRACT
Ausmus,Brad,2004,2004,FA_CONTRACT
Heredia,Felix,2004,2004,FA_CONTRACT
Randa,Joe,2004,2004,FA_CONTRACT
Rincon,Ricardo,2004,2004,FA_CONTRACT
Benitiz,Armando,2004,2004,FA_CONTRACT
Urbina,Ugueth,2004,2004,FA_CONTRACT
Tucker,Michael,2004,2004,FA_CONTRACT
Martin,Tom,2004,2004,FA_CONTRACT
Aurilia,Rich,2004,2004,FA_CONTRACT
Grudzielanek,Mark,2004,2004,FA_CONTRACT
Lidle,Cory,2004,2004,FA_CONTRACT
Timlin,Mike,2004,2004,FA_CONTRACT
Lee,Travis,2004,2004,FA_CONTRACT
Hentgen,Pat,2004,2004,FA_CONTRACT
Graffanino,Tony,2004,2004,FA_CONTRACT
White,Gabe,2004,2004,FA_CONTRACT
Castilla,Vinny,2004,2004,FA_CONTRACT
Beck,Rod,2004,2004,FA_CONTRACT
Snow,J.T.,2004,2004,FA_CONTRACT
Walker,Todd,2004,2004,FA_CONTRACT
Adams,Terry,2004,2004,FA_CONTRACT
Kline,Steve,2004,2004,FA_CONTRACT
Perez,Eduardo A.,2004,2004,FA_CONTRACT
Alvarez,Wilson,2004,2004,FA_CONTRACT
Batista,Tony,2004,2004,FA_CONTRACT
Burnitz,Jeromy,2004,2004,FA_CONTRACT
DeJean,Mike,2004,2004,FA_CONTRACT
Nelson,Jeff,2004,2004,FA_CONTRACT
Tomko,Brett,2004,2004,FA_CONTRACT
Jordan,Brian,2004,2004,FA_CONTRACT
Leskanic,Curtis,2004,2004,FA_CONTRACT
Alfonseca,Antonio,2004,2004,FA_CONTRACT
Wells,David,2004,2004,FA_CONTRACT
Perez,Eduardo,2004,2004,FA_CONTRACT
Fox,Chad,2004,2004,FA_CONTRACT
Mercker,Kent,2004,2004,FA_CONTRACT
Ventura,Robin,2004,2004,FA_CONTRACT
Vizcaino,Jose,2004,2004,FA_CONTRACT
Mondesi,Raul,2004,2004,FA_CONTRACT
Karros,Eric,2004,2004,FA_CONTRACT
Alomar,Roberto,2004,2004,FA_CONTRACT
Baerga,Carlos,2004,2004,FA_CONTRACT
Franco,John,2004,2004,FA_CONTRACT
Grimsley,Jason,2004,2004,FA_CONTRACT
Hammonds,Jeffrey,2004,2004,FA_CONTRACT
Hollandsworth,Todd,2004,2004,FA_CONTRACT
Reese,Pokey,2004,2004,FA_CONTRACT
Reynolds,Shane,2004,2004,FA_CONTRACT
Sanchez,Rey,2004,2004,FA_CONTRACT
Sierra,Ruben,2004,2004,FA_CONTRACT
Stairs,Matt,2004,2004,FA_CONTRACT
Villone,Ron,2004,2004,FA_CONTRACT
Young Sr.,Eric,2004,2004,FA_CONTRACT
Zeile,Todd,2004,2004,FA_CONTRACT
Stynes,Chris,2004,2004,FA_CONTRACT
Levine,Alan,2004,2004,FA_CONTRACT
Cairo,Miguel,2004,2004,FA_CONTRACT
Eldred,Cal,2004,2004,FA_CONTRACT
Pratt,Todd,2004,2004,FA_CONTRACT
Hermanson,Dustin,2004,2004,FA_CONTRACT
Hitchcock,Sterling,2004,2004,FA_CONTRACT
Mayne,Brent,2004,2004,FA_CONTRACT
Surhoff,B.J.,2004,2004,FA_CONTRACT
Valdes,Ismael,2004,2004,FA_CONTRACT
Flaherty,John,2004,2004,FA_CONTRACT
Alomar Jr.,Sandy,2004,2004,FA_CONTRACT
Burks,Ellis,2004,2004,FA_CONTRACT
Clark,Tony,2004,2004,FA_CONTRACT
Gomez,Chris,2004,2004,FA_CONTRACT
Hernandez,Roberto,2004,2004,FA_CONTRACT
Oliver,Darren,2004,2004,FA_CONTRACT
Osuna,Antonio,2004,2004,FA_CONTRACT
Palmeiro,Orlando,2004,2004,FA_CONTRACT
Grieve,Ben,2004,2004,FA_CONTRACT
Vander Wal,John,2004,2004,FA_CONTRACT
DiFelice,Mike,2004,2004,FA_CONTRACT
Fordyce,Brook,2004,2004,FA_CONTRACT
Goodwin,Tom,2004,2004,FA_CONTRACT
Reed,Steve,2004,2004,FA_CONTRACT
Cordero,Wil,2004,2004,FA_CONTRACT
Miceli,Dan,2004,2004,FA_CONTRACT
Mulholland,Terry,2004,2004,FA_CONTRACT
Norton,Greg,2004,2004,FA_CONTRACT
Halter,Shane,2004,2004,FA_CONTRACT
Glanville,Doug,2004,2004,FA_CONTRACT
Myers,Mike,2004,2004,FA_CONTRACT
Borders,Pat,2004,2004,FA_CONTRACT
Carpenter,Chris,2004,2004,FA_CONTRACT
McCarty,Dave,2004,2004,FA_CONTRACT
Osik,Keith,2004,2004,FA_CONTRACT
Sparks,Steve,2004,2004,FA_CONTRACT
Stinnett,Kelly,2004,2004,FA_CONTRACT
Widger,Chris,2004,2004,FA_CONTRACT
Mordecai,Mike,2004,2004,FA_CONTRACT
Appier,Kevin,2004,2004,FA_CONTRACT
Van Poppel,Todd,2004,2004,FA_CONTRACT
Ashby,Andy,2004,2004,FA_CONTRACT
Astacio,Pedro,2004,2004,FA_CONTRACT
Bere,Jason,2004,2004,FA_CONTRACT
Bernard,Marvin,2004,2004,FA_CONTRACT
Bragg,Darren,2004,2004,FA_CONTRACT
Burba,Dave,2004,2004,FA_CONTRACT
Clayton,Royce,2004,2004,FA_CONTRACT
Cruz,Deivi,2004,2004,FA_CONTRACT
Erickson,Scott,2004,2004,FA_CONTRACT
Estes,Shawn,2004,2004,FA_CONTRACT
Fassero,Jeff,2004,2004,FA_CONTRACT
Fox,Andy,2004,2004,FA_CONTRACT
Franco,Julio,2004,2004,FA_CONTRACT
Galarraga,Andres,2004,2004,FA_CONTRACT
Girardi,Joe,2004,2004,FA_CONTRACT
Guthrie,Mark,2004,2004,FA_CONTRACT
Harris,Lenny,2004,2004,FA_CONTRACT
Haselman,Bill,2004,2004,FA_CONTRACT
Helling,Rick,2004,2004,FA_CONTRACT
Hocking,Denny,2004,2004,FA_CONTRACT
Jones,Todd,2004,2004,FA_CONTRACT
Jose,Felix,2004,2004,FA_CONTRACT
Lima,Jose,2004,2004,FA_CONTRACT
Mabry,John,2004,2004,FA_CONTRACT
McGriff,Fred,2004,2004,FA_CONTRACT
McLemore,Mark,2004,2004,FA_CONTRACT
Merced,Orlando,2004,2004,FA_CONTRACT
Mesa,Jose,2004,2004,FA_CONTRACT
Ordonez,Rey,2004,2004,FA_CONTRACT
Orosco,Jesse,2004,2004,FA_CONTRACT
Owens,Eric,2004,2004,FA_CONTRACT
Palmer,Dean,2004,2004,FA_CONTRACT
Person,Robert,2004,2004,FA_CONTRACT
Reed,Rick,2004,2004,FA_CONTRACT
Ritchie,Todd,2004,2004,FA_CONTRACT
Rusch,Glendon,2004,2004,FA_CONTRACT
Shumpert,Terry,2004,2004,FA_CONTRACT
Springer,Russ,2004,2004,FA_CONTRACT
Sweeney,Mark,2004,2004,FA_CONTRACT
Tatis,Fernando,2004,2004,FA_CONTRACT
Veres,Dave,2004,2004,FA_CONTRACT
Wendell,Turk,2004,2004,FA_CONTRACT
White,Rick,2004,2004,FA_CONTRACT
Williams,Gerald,2004,2004,FA_CONTRACT
Williams,Mike,2004,2004,FA_CONTRACT
Wohlers,Mark,2004,2004,FA_CONTRACT
Womack,Tony,2004,2004,FA_CONTRACT
Wright,Jamey,2004,2004,FA_CONTRACT
Zaun,Gregg,2004,2004,FA_CONTRACT
Carrasco,Hector,2004,2004,FA_CONTRACT
Franco,Matt,2004,2004,FA_CONTRACT
Bell,Jay,2004,2004,FA_CONTRACT
Belle,Albert,2004,2004,FA_CONTRACT
Bordick,Mike,2004,2004,FA_CONTRACT
Buckett,John,2004,2004,FA_CONTRACT
Coomer,Ron,2004,2004,FA_CONTRACT
Grace,Mark,2004,2004,FA_CONTRACT
Henderson,Rickey,2004,2004,FA_CONTRACT
Holmes,Darren,2004,2004,FA_CONTRACT
Lloyd,Graeme,2004,2004,FA_CONTRACT
Martin,Al,2004,2004,FA_CONTRACT
Meares,Pat,2004,2004,FA_CONTRACT
Mercedes,Jose,2004,2004,FA_CONTRACT
Moehler,Brian,2004,2004,FA_CONTRACT
O'Leary,Troy,2004,2004,FA_CONTRACT
Painter,Lance,2004,2004,FA_CONTRACT
Plesac,Dan,2004,2004,FA_CONTRACT
Prince,Tom,2004,2004,FA_CONTRACT
Reboulet,Jeff,2004,2004,FA_CONTRACT
Stephenson,Garrett,2004,2004,FA_CONTRACT
Walbeck,Matt,2004,2004,FA_CONTRACT
Beltran,Carlos,2005,2005,FA_CONTRACT
Ordonez,Magglio,2005,2005,FA_CONTRACT
Beltre,Adrian,2005,2005,FA_CONTRACT
Drew,J.D.,2005,2005,FA_CONTRACT
Martinez,Pedro,2005,2005,FA_CONTRACT
Delgado,Carlos,2005,2005,FA_CONTRACT
Sexson,Richie,2005,2005,FA_CONTRACT
Glaus,Troy,2005,2005,FA_CONTRACT
Renteria,Edgar,2005,2005,FA_CONTRACT
Varitek,Jason,2005,2005,FA_CONTRACT
Pavano,Carl,2005,2005,FA_CONTRACT
Lowe,Derek,2005,2005,FA_CONTRACT
Ortiz,Russ,2005,2005,FA_CONTRACT
Cabrera,Orlando,2005,2005,FA_CONTRACT
Clement,Matt,2005,2005,FA_CONTRACT
Milton,Eric,2005,2005,FA_CONTRACT
Perez,Odalis,2005,2005,FA_CONTRACT
Benson,Kris,2005,2005,FA_CONTRACT
Benitez,Armando,2005,2005,FA_CONTRACT
Lieber,Jon,2005,2005,FA_CONTRACT
Wright,Jaret,2005,2005,FA_CONTRACT
Clemens,Roger,2005,2005,FA_CONTRACT
Radke,Brad,2005,2005,FA_CONTRACT
Kent,Jeff,2005,2005,FA_CONTRACT
Koskie,Corey,2005,2005,FA_CONTRACT
Guzman,Cristian,2005,2005,FA_CONTRACT
Finley,Steve,2005,2005,FA_CONTRACT
Alou,Moises,2005,2005,FA_CONTRACT
Vizquel,Omar,2005,2005,FA_CONTRACT
Percival,Troy,2005,2005,FA_CONTRACT
Matheny,Mike,2005,2005,FA_CONTRACT
Dye,Jermaine,2005,2005,FA_CONTRACT
Miller,Damian,2005,2005,FA_CONTRACT
Wilson,Paul,2005,2005,FA_CONTRACT
Garciaparra,Nomar,2005,2005,FA_CONTRACT
Leiter,Al,2005,2005,FA_CONTRACT
Hernandez,Orlando,2005,2005,FA_CONTRACT
Wells,David,2005,2005,FA_CONTRACT
Millwood,Kevin,2005,2005,FA_CONTRACT
Lidle,Cory,2005,2005,FA_CONTRACT
Castilla,Vinny,2005,2005,FA_CONTRACT
Hermanson,Dustin,2005,2005,FA_CONTRACT
Kline,Steve,2005,2005,FA_CONTRACT
Cormier,Rheal,2005,2005,FA_CONTRACT
Burnitz,Jeromy,2005,2005,FA_CONTRACT
Hidalgo,Richard,2005,2005,FA_CONTRACT
Polanco,Placido,2005,2005,FA_CONTRACT
Byrd,Paul,2005,2005,FA_CONTRACT
Villone,Ron,2005,2005,FA_CONTRACT
Alvarez,Wilson,2005,2005,FA_CONTRACT
Rusch,Glendon,2005,2005,FA_CONTRACT
Womack,Tony,2005,2005,FA_CONTRACT
Valentin,Jose,2005,2005,FA_CONTRACT
Williams,Woody,2005,2005,FA_CONTRACT
Counsell,Craig,2005,2005,FA_CONTRACT
Martinez,Tino,2005,2005,FA_CONTRACT
Mirabelli,Doug,2005,2005,FA_CONTRACT
Loaiza,Esteban,2005,2005,FA_CONTRACT
Wickman,Bob,2005,2005,FA_CONTRACT
Blanco,Henry,2005,2005,FA_CONTRACT
Mercker,Kent,2005,2005,FA_CONTRACT
Estes,Shawn,2005,2005,FA_CONTRACT
Lima,Jose,2005,2005,FA_CONTRACT
Morris,Matt,2005,2005,FA_CONTRACT
Walker,Todd,2005,2005,FA_CONTRACT
Ledee,Ricky,2005,2005,FA_CONTRACT
Yan,Esteban,2005,2005,FA_CONTRACT
Randa,Joe,2005,2005,FA_CONTRACT
Castro,Juan,2005,2005,FA_CONTRACT
Bautista,Danny,2005,2005,FA_CONTRACT
Hernandez,Jose,2005,2005,FA_CONTRACT
Dellucci,David,2005,2005,FA_CONTRACT
Redmond,Mike,2005,2005,FA_CONTRACT
Gonzalez,Alex,2005,2005,FA_CONTRACT
Wilson,Dan,2005,2005,FA_CONTRACT
Dessens,Elmer,2005,2005,FA_CONTRACT
Sierra,Ruben,2005,2005,FA_CONTRACT
Valdez,Ismael,2005,2005,FA_CONTRACT
Clayton,Royce,2005,2005,FA_CONTRACT
Weathers,David,2005,2005,FA_CONTRACT
Lee,Travis,2005,2005,FA_CONTRACT
Vizcaino,Jose,2005,2005,FA_CONTRACT
Reese,Pokey,2005,2005,FA_CONTRACT
Christiansen,Jason,2005,2005,FA_CONTRACT
DeJean,Mike,2005,2005,FA_CONTRACT
Jones,Todd,2005,2005,FA_CONTRACT
Mecir,Jim,2005,2005,FA_CONTRACT
Surhoff,B.J.,2005,2005,FA_CONTRACT
Reed,Steve,2005,2005,FA_CONTRACT
Relaford,Desi,2005,2005,FA_CONTRACT
Zaun,Gregg,2005,2005,FA_CONTRACT
Martinez,Ramon,2005,2005,FA_CONTRACT
Brocail,Doug,2005,2005,FA_CONTRACT
Franco,Julio,2005,2005,FA_CONTRACT
Grudzielanek,Mark,2005,2005,FA_CONTRACT
Halama,John,2005,2005,FA_CONTRACT
Young Sr.,Eric,2005,2005,FA_CONTRACT
Cairo,Miguel,2005,2005,FA_CONTRACT
Hollandsworth,Todd,2005,2005,FA_CONTRACT
Gomez,Chris,2005,2005,FA_CONTRACT
Astacio,Pedro,2005,2005,FA_CONTRACT
Bottalico,Ricky,2005,2005,FA_CONTRACT
Flaherty,John,2005,2005,FA_CONTRACT
Osuna,Antonio,2005,2005,FA_CONTRACT
Palmeiro,Orlando,2005,2005,FA_CONTRACT
Clark,Tony,2005,2005,FA_CONTRACT
Easley,Damion,2005,2005,FA_CONTRACT
Greene,Todd,2005,2005,FA_CONTRACT
Hammond,Chris,2005,2005,FA_CONTRACT
Mantei,Matt,2005,2005,FA_CONTRACT
Pratt,Todd,2005,2005,FA_CONTRACT
Mabry,John,2005,2005,FA_CONTRACT
Franco,John,2005,2005,FA_CONTRACT
Bako,Paul,2005,2005,FA_CONTRACT
Alomar,Roberto,2005,2005,FA_CONTRACT
Cordero,Wil,2005,2005,FA_CONTRACT
Diaz,Einar,2005,2005,FA_CONTRACT
Eldred,Cal,2005,2005,FA_CONTRACT
Jordan,Brian,2005,2005,FA_CONTRACT
Myers,Mike,2005,2005,FA_CONTRACT
Sanchez,Rey,2005,2005,FA_CONTRACT
White,Gabe,2005,2005,FA_CONTRACT
Sweeney,Mark,2005,2005,FA_CONTRACT
Alomar Jr.,Sandy,2005,2005,FA_CONTRACT
Reyes,Dennys,2005,2005,FA_CONTRACT
Seanez,Rudy,2005,2005,FA_CONTRACT
Wright,Jamey,2005,2005,FA_CONTRACT
Adams,Terry,2005,2005,FA_CONTRACT
Alfonseca,Antonio,2005,2005,FA_CONTRACT
Alexander,Manny,2005,2005,FA_CONTRACT
Appier,Kevin,2005,2005,FA_CONTRACT
Aurilia,Rich,2005,2005,FA_CONTRACT
Baerga,Carlos,2005,2005,FA_CONTRACT
Berg,Dave,2005,2005,FA_CONTRACT
Burba,Dave,2005,2005,FA_CONTRACT
Colbrunn,Greg,2005,2005,FA_CONTRACT
Cordova,Marty,2005,2005,FA_CONTRACT
De Los Santos,Valerio,2005,2005,FA_CONTRACT
Fassero,Jeff,2005,2005,FA_CONTRACT
Fick,Robert,2005,2005,FA_CONTRACT
Fox,Chad,2005,2005,FA_CONTRACT
Galarraga,Andres,2005,2005,FA_CONTRACT
Glanville,Doug,2005,2005,FA_CONTRACT
Gonzalez,Juan,2005,2005,FA_CONTRACT
Goodwin,Tom,2005,2005,FA_CONTRACT
Grieve,Ben,2005,2005,FA_CONTRACT
Groom,Buddy,2005,2005,FA_CONTRACT
Gutierrez,Ricky,2005,2005,FA_CONTRACT
Halter,Shane,2005,2005,FA_CONTRACT
Hansen,Dave,2005,2005,FA_CONTRACT
Harris,Lenny,2005,2005,FA_CONTRACT
Hernandez,Robetto,2005,2005,FA_CONTRACT
Manzanillo,Josias,2005,2005,FA_CONTRACT
McCarty,Dave,2005,2005,FA_CONTRACT
McCracken,Quinton,2005,2005,FA_CONTRACT
Mendoza,Ramiro,2005,2005,FA_CONTRACT
Mordecai,Mike,2005,2005,FA_CONTRACT
Mulholland,Terry,2005,2005,FA_CONTRACT
Myers,Greg,2005,2005,FA_CONTRACT
Nelson,Jeff,2005,2005,FA_CONTRACT
Nitkowski,C.J.,2005,2005,FA_CONTRACT
Nomo,Hideo,2005,2005,FA_CONTRACT
Powell,Jay,2005,2005,FA_CONTRACT
Ritchie,Todd,2005,2005,FA_CONTRACT
Sele,Aaron,2005,2005,FA_CONTRACT
Shuey,Paul,2005,2005,FA_CONTRACT
Sparks,Steve,2005,2005,FA_CONTRACT
Springer,Russ,2005,2005,FA_CONTRACT
Stinnett,Kelly,2005,2005,FA_CONTRACT
Wasdin,John,2005,2005,FA_CONTRACT
White,Rick,2005,2005,FA_CONTRACT
Williamson,Scott,2005,2005,FA_CONTRACT
Wilson,Enrique,2005,2005,FA_CONTRACT
Kapler,Gabe,2005,2005,FA_CONTRACT
Miceli,Dan,2005,2005,FA_CONTRACT
Batista,Tony,2005,2005,FA_CONTRACT
Ashby,Andy,2005,2005,FA_CONTRACT
Boehringer,Brian,2005,2005,FA_CONTRACT
Bragg,Darren,2005,2005,FA_CONTRACT
Burks,Ellis,2005,2005,FA_CONTRACT
Daal,Omar,2005,2005,FA_CONTRACT
Fetters,Mike,2005,2005,FA_CONTRACT
Fordyce,Brook,2005,2005,FA_CONTRACT
Fox,Andy,2005,2005,FA_CONTRACT
Fullmer,Brad,2005,2005,FA_CONTRACT
Greer,Rusty,2005,2005,FA_CONTRACT
Hentgen,Pat,2005,2005,FA_CONTRACT
Hundley,Todd,2005,2005,FA_CONTRACT
Lankford,Ray,2005,2005,FA_CONTRACT
Larkin,Barry,2005,2005,FA_CONTRACT
Leskanic,Curtis,2005,2005,FA_CONTRACT
Levine,Alan,2005,2005,FA_CONTRACT
Martinez,Edgar,2005,2005,FA_CONTRACT
Mayne,Brent,2005,2005,FA_CONTRACT
McLemore,Mark,2005,2005,FA_CONTRACT
Nen,Robb,2005,2005,FA_CONTRACT
Olerud,John,2005,2005,FA_CONTRACT
Oliver,Darren,2005,2005,FA_CONTRACT
Perry,Herbert,2005,2005,FA_CONTRACT
Reynolds,Shane,2005,2005,FA_CONTRACT
Segui,David,2005,2005,FA_CONTRACT
Service,Scott,2005,2005,FA_CONTRACT
Van Poppel,Todd,2005,2005,FA_CONTRACT
Vaughn,Mo,2005,2005,FA_CONTRACT
Ventura,Robin,2005,2005,FA_CONTRACT
Zeile,Todd,2005,2005,FA_CONTRACT
Zimmerman,Jeff,2005,2005,FA_CONTRACT
Konerko,Paul,2006,2006,FA_CONTRACT
Millwood,Kevin,2006,2006,FA_CONTRACT
Burnett,A.J.,2006,2006,FA_CONTRACT
Damon,Johnny,2006,2006,FA_CONTRACT
Ryan,B.J.,2006,2006,FA_CONTRACT
Wagner,Billy,2006,2006,FA_CONTRACT
Furcal,Rafael,2006,2006,FA_CONTRACT
Washburn,Jarrod,2006,2006,FA_CONTRACT
Giles,Brian,2006,2006,FA_CONTRACT
Hernandez,Ramon,2006,2006,FA_CONTRACT
Morris,Matt,2006,2006,FA_CONTRACT
Loaiza,Esteban,2006,2006,FA_CONTRACT
Gordon,Tom,2006,2006,FA_CONTRACT
Farnsworth,Kyle,2006,2006,FA_CONTRACT
Rogers,Kenny,2006,2006,FA_CONTRACT
Jones,Jacque,2006,2006,FA_CONTRACT
Encarnacion,Juan,2006,2006,FA_CONTRACT
Byrd,Paul,2006,2006,FA_CONTRACT
Hoffman,Trevor,2006,2006,FA_CONTRACT
Looper,Braden,2006,2006,FA_CONTRACT
Howry,Bobby,2006,2006,FA_CONTRACT
Jones,Todd,2006,2006,FA_CONTRACT
Eyre,Scott,2006,2006,FA_CONTRACT
Sanders,Reggie,2006,2006,FA_CONTRACT
Mueller,Bill,2006,2006,FA_CONTRACT
Tomko,Brett,2006,2006,FA_CONTRACT
Weaver,Jeff,2006,2006,FA_CONTRACT
Elarton,Scott,2006,2006,FA_CONTRACT
Ausmus,Brad,2006,2006,FA_CONTRACT
Burnitz,Jeromy,2006,2006,FA_CONTRACT
Tavares,Julian,2006,2006,FA_CONTRACT
Carrasco,Hector,2006,2006,FA_CONTRACT
Garciaparra,Nomar,2006,2006,FA_CONTRACT
Moyer,Jamie,2006,2006,FA_CONTRACT
Wickman,Bob,2006,2006,FA_CONTRACT
Molina,Bengie,2006,2006,FA_CONTRACT
Wilson,Preston,2006,2006,FA_CONTRACT
Johnson,Jason,2006,2006,FA_CONTRACT
Grudzielanek,Mark,2006,2006,FA_CONTRACT
Randa,Joe,2006,2006,FA_CONTRACT
Everett,Carl,2006,2006,FA_CONTRACT
Lawton,Matt,2006,2006,FA_CONTRACT
Worrell,Tim,2006,2006,FA_CONTRACT
Lofton,Kenny,2006,2006,FA_CONTRACT
Dessens,Elmer,2006,2006,FA_CONTRACT
Nunez,Abraham,2006,2006,FA_CONTRACT
White,Rondell,2006,2006,FA_CONTRACT
Gonzalez,Alex,2006,2006,FA_CONTRACT
Rodriguez,Felix,2006,2006,FA_CONTRACT
Rincon,Ricardo,2006,2006,FA_CONTRACT
Hernandez,Roberto,2006,2006,FA_CONTRACT
Mesa,Jose,2006,2006,FA_CONTRACT
Myers,Mike,2006,2006,FA_CONTRACT
Franco,Julio,2006,2006,FA_CONTRACT
Millar,Kevin,2006,2006,FA_CONTRACT
Seanez,Rudy,2006,2006,FA_CONTRACT
Armas,Tony Jr.,2006,2006,FA_CONTRACT
Graffanino,Tony,2006,2006,FA_CONTRACT
Snow,J.T.,2006,2006,FA_CONTRACT
Dotel,Octavio,2006,2006,FA_CONTRACT
Piazza,Mike,2006,2006,FA_CONTRACT
Seanz,Olmedo,2006,2006,FA_CONTRACT
Palmeiro,Orlando,2006,2006,FA_CONTRACT
Mientkiewicz,Doug,2006,2006,FA_CONTRACT
Anderson,Marlon,2006,2006,FA_CONTRACT
Perez,Eduardo,2006,2006,FA_CONTRACT
Sweeney,Mark,2006,2006,FA_CONTRACT
Conine,Jeff,2006,2006,FA_CONTRACT
Kim,Byung-Hyun,2006,2006,FA_CONTRACT
Moehler,Brian,2006,2006,FA_CONTRACT
Williams,Bernie,2006,2006,FA_CONTRACT
Miceli,Dan,2006,2006,FA_CONTRACT
Aurilia,Rich,2006,2006,FA_CONTRACT
Vizcaino,Jose,2006,2006,FA_CONTRACT
Estes,Shawn,2006,2006,FA_CONTRACT
Eischen,Joey,2006,2006,FA_CONTRACT
Mabry,John,2006,2006,FA_CONTRACT
Mays,Joe,2006,2006,FA_CONTRACT
Cairo,Miguel,2006,2006,FA_CONTRACT
Brocail,Doug,2006,2006,FA_CONTRACT
Valentin,Jose,2006,2006,FA_CONTRACT
Pratt,Todd,2006,2006,FA_CONTRACT
Helling,Rick,2006,2006,FA_CONTRACT
Cirillo,Jeff,2006,2006,FA_CONTRACT
Fick,Robert,2006,2006,FA_CONTRACT
Grimsley,Jason,2006,2006,FA_CONTRACT
Hammond,Chris,2006,2006,FA_CONTRACT
Reese,Pokey,2006,2006,FA_CONTRACT
Helms,Wes,2006,2006,FA_CONTRACT
Bennett,Gary,2006,2006,FA_CONTRACT
Cruz,Deivi,2006,2006,FA_CONTRACT
Tucker,Michael,2006,2006,FA_CONTRACT
Hatteberg,Scott,2006,2006,FA_CONTRACT
Springer,Russ,2006,2006,FA_CONTRACT
Gonzalez,Alex S.,2006,2006,FA_CONTRACT
Easley,Damion,2006,2006,FA_CONTRACT
Bako,Paul,2006,2006,FA_CONTRACT
Young,Eric,2006,2006,FA_CONTRACT
Flaherty,John,2006,2006,FA_CONTRACT
Alomar,Sandy,2006,2006,FA_CONTRACT
Blum,Geoff,2006,2006,FA_CONTRACT
White,Rick,2006,2006,FA_CONTRACT
Wasdin,John,2006,2006,FA_CONTRACT
Thomas,Frank,2006,2006,FA_CONTRACT
Adams,Terry,2006,2006,FA_CONTRACT
Alfonseca,Antonio,2006,2006,FA_CONTRACT
Anderson,Brian,2006,2006,FA_CONTRACT
Baldwin,James,2006,2006,FA_CONTRACT
Casanova,Raul,2006,2006,FA_CONTRACT
Castillo,Alberto,2006,2006,FA_CONTRACT
Clayton,Royce,2006,2006,FA_CONTRACT
Cruz,Jacob,2006,2006,FA_CONTRACT
Diaz,Einar,2006,2006,FA_CONTRACT
Durazo,Erubiel,2006,2006,FA_CONTRACT
Embree,Alan,2006,2006,FA_CONTRACT
Graves,Danny,2006,2006,FA_CONTRACT
Greene,Todd,2006,2006,FA_CONTRACT
Harris,Lenny,2006,2006,FA_CONTRACT
Heredia,Felix,2006,2006,FA_CONTRACT
Hernandez,Jose,2006,2006,FA_CONTRACT
Hollandsworth,Todd,2006,2006,FA_CONTRACT
Jordan,Brian,2006,2006,FA_CONTRACT
Karsay,Steve,2006,2006,FA_CONTRACT
Lee,Travis,2006,2006,FA_CONTRACT
Leiter,Al,2006,2006,FA_CONTRACT
Lima,Jose,2006,2006,FA_CONTRACT
Lopez,Luis,2006,2006,FA_CONTRACT
Mantei,Matt,2006,2006,FA_CONTRACT
Marrero,Eli,2006,2006,FA_CONTRACT
Martinez,Ramon E.,2006,2006,FA_CONTRACT
McEwing,Joe,2006,2006,FA_CONTRACT
Mendoza,Ramiro,2006,2006,FA_CONTRACT
Merloni,Lou,2006,2006,FA_CONTRACT
Mulholland,Terry,2006,2006,FA_CONTRACT
Nelson,Jeff,2006,2006,FA_CONTRACT
Perez,Eduardo,2006,2006,FA_CONTRACT
