Last_name,First_name,YEAR,TEAM,TYPE
Trombley,Mike,2000,2000,FA_CONTRACT
Stanton,Mike,2000,2000,FA_CONTRACT
Williams,Gerald,2000,2000,FA_CONTRACT
Conine,Jeff,2000,2000,FA_CONTRACT
Girardi,Joe,2000,2000,FA_CONTRACT
Dipoto,Jerry,2000,2000,FA_CONTRACT
Sanchez,Rey,2000,2000,FA_CONTRACT
Segui,David,2000,2000,FA_CONTRACT
Mayne,Brent,2000,2000,FA_CONTRACT
Groom,Buddy,2000,2000,FA_CONTRACT
Springer,Russ,2000,2000,FA_CONTRACT
Kamieniecki,Scott,2000,2000,FA_CONTRACT
Olson,Gregg,2000,2000,FA_CONTRACT
Slocumb,Heathcliff,2000,2000,FA_CONTRACT
Jackson,Mike,2000,2000,FA_CONTRACT
Watson,Allen,2000,2000,FA_CONTRACT
Myers,Greg,2000,2000,FA_CONTRACT
Gutierrez,Ricky,2000,2000,FA_CONTRACT
Hershiser,Orel,2000,2000,FA_CONTRACT
Eubesio,Tony,2000,2000,FA_CONTRACT
McLemore,Mark,2000,2000,FA_CONTRACT
Baines,Harold,2000,2000,FA_CONTRACT
Fassero,Jeff,2000,2000,FA_CONTRACT
Magnante,Mike,2000,2000,FA_CONTRACT
Weathers,David,2000,2000,FA_CONTRACT
Seanez,Rudy,2000,2000,FA_CONTRACT
Javier,Stan,2000,2000,FA_CONTRACT
Rodriguez,Rich,2000,2000,FA_CONTRACT
Polonia,Luis,2000,2000,FA_CONTRACT
Rapp,Pat,2000,2000,FA_CONTRACT
Trachsel,Steve,2000,2000,FA_CONTRACT
Munoz,Mike,2000,2000,FA_CONTRACT
Bere,Jason,2000,2000,FA_CONTRACT
Henry,Doug,2000,2000,FA_CONTRACT
Alicea,Luis,2000,2000,FA_CONTRACT
Shumpert,Terry,2000,2000,FA_CONTRACT
Howard,Thomas,2000,2000,FA_CONTRACT
Buhner,Jay,2000,2000,FA_CONTRACT
Lewis,Mark,2000,2000,FA_CONTRACT
Williams,Brian,2000,2000,FA_CONTRACT
Brantley,Jeff,2000,2000,FA_CONTRACT
Abbott,Kurt,2000,2000,FA_CONTRACT
Assenmacher,Paul,2000,2000,FA_CONTRACT
Avery,Steve,2000,2000,FA_CONTRACT
Ayala,Bobby,2000,2000,FA_CONTRACT
Borders,Pat,2000,2000,FA_CONTRACT
Burkett,John,2000,2000,FA_CONTRACT
Charlton,Norm,2000,2000,FA_CONTRACT
Corsi,Jim,2000,2000,FA_CONTRACT
Dunston,Shawon,2000,2000,FA_CONTRACT
Fetters,Mike,2000,2000,FA_CONTRACT
Gooden,Dwight,2000,2000,FA_CONTRACT
Haney,Chris,2000,2000,FA_CONTRACT
Hayes,Charlie,2000,2000,FA_CONTRACT
Howard,David,2000,2000,FA_CONTRACT
Hunter,Brian,2000,2000,FA_CONTRACT
Huson,Jeff,2000,2000,FA_CONTRACT
Kelly,Roberto,2000,2000,FA_CONTRACT
Langston,Mark,2000,2000,FA_CONTRACT
Leiter,Mark,2000,2000,FA_CONTRACT
McMichael,Greg,2000,2000,FA_CONTRACT
McRae,Brian,2000,2000,FA_CONTRACT
Mercker,Kent,2000,2000,FA_CONTRACT
Morandini,Mickey,2000,2000,FA_CONTRACT
Morgan,Mike,2000,2000,FA_CONTRACT
Oliver,Joe,2000,2000,FA_CONTRACT
Pichardo,Hipolito,2000,2000,FA_CONTRACT
Raines,Tim,2000,2000,FA_CONTRACT
Santiago,Benito,2000,2000,FA_CONTRACT
Servais,Scott,2000,2000,FA_CONTRACT
Sojo,Luis,2000,2000,FA_CONTRACT
Sorrento,Paul,2000,2000,FA_CONTRACT
Sprague,Ed,2000,2000,FA_CONTRACT
Sveum,Dale,2000,2000,FA_CONTRACT
Ward,Turner,2000,2000,FA_CONTRACT
Witt,Bobby,2000,2000,FA_CONTRACT
Wohlers,Mark,2000,2000,FA_CONTRACT
Worrell,Tim,2000,2000,FA_CONTRACT
Nilsson,Dave,2000,2000,FA_CONTRACT
Fernandez,Tony,2000,2000,FA_CONTRACT
Jefferson,Reggie,2000,2000,FA_CONTRACT
Baerga,Carlos,2000,2000,FA_CONTRACT
Blauser,Jeff,2000,2000,FA_CONTRACT
Blowers,Mike,2000,2000,FA_CONTRACT
Howell,Jack,2000,2000,FA_CONTRACT
Jackson,Darrin,2000,2000,FA_CONTRACT
Kreuter,Chad,2000,2000,FA_CONTRACT
Leius,Scott,2000,2000,FA_CONTRACT
Macfarlane,Mike,2000,2000,FA_CONTRACT
Manwaring,Kirt,2000,2000,FA_CONTRACT
McGee,Willie,2000,2000,FA_CONTRACT
Montgomery,Jeff,2000,2000,FA_CONTRACT
Nixon,Otis,2000,2000,FA_CONTRACT
Osbourne,Donovan,2000,2000,FA_CONTRACT
Phillips,Tony,2000,2000,FA_CONTRACT
#VALUE!,#VALUE!,2000,2000,FA_CONTRACT
Risley,Bill,2000,2000,FA_CONTRACT
Ritz,Kevin,2000,2000,FA_CONTRACT
Spehr,Tim,2000,2000,FA_CONTRACT
Steinbach,Terry,2000,2000,FA_CONTRACT
Strange,Doug,2000,2000,FA_CONTRACT
Rodriguez,Alex,2001,2001,FA_CONTRACT
Ramirez,Manny,2001,2001,FA_CONTRACT
Hampton,Mike,2001,2001,FA_CONTRACT
Mussina,Mike,2001,2001,FA_CONTRACT
Dreifort,Darren,2001,2001,FA_CONTRACT
Neagle,Denny,2001,2001,FA_CONTRACT
Appier,Kevin,2001,2001,FA_CONTRACT
Johnson,Charles,2001,2001,FA_CONTRACT
Segui,David,2001,2001,FA_CONTRACT
Hundley,Todd,2001,2001,FA_CONTRACT
Ashby,Andy,2001,2001,FA_CONTRACT
Hammonds,Jeffrey,2001,2001,FA_CONTRACT
Reed,Rick,2001,2001,FA_CONTRACT
Burks,Ellis,2001,2001,FA_CONTRACT
Gonzalez,Alex,2001,2001,FA_CONTRACT
Valentin,Jose,2001,2001,FA_CONTRACT
Nelson,Jeff,2001,2001,FA_CONTRACT
Franco,John,2001,2001,FA_CONTRACT
Gonzalez,Juan,2001,2001,FA_CONTRACT
Hentgen,Pat,2001,2001,FA_CONTRACT
Bordick,Mike,2001,2001,FA_CONTRACT
Wendell,Turk,2001,2001,FA_CONTRACT
Bell,Derek,2001,2001,FA_CONTRACT
Cormier,Rheal,2001,2001,FA_CONTRACT
Trachsel,Steve,2001,2001,FA_CONTRACT
Mesa,Jose,2001,2001,FA_CONTRACT
O'Neill,Paul,2001,2001,FA_CONTRACT
Reynoso,Armando,2001,2001,FA_CONTRACT
Wakefield,Tim,2001,2001,FA_CONTRACT
Galarraga,Andres,2001,2001,FA_CONTRACT
Grace,Mark,2001,2001,FA_CONTRACT
Mulholland,Terry,2001,2001,FA_CONTRACT
Hollandsworth,Todd,2001,2001,FA_CONTRACT
Alomar Jr.,Sandy,2001,2001,FA_CONTRACT
Fassero,Jeff,2001,2001,FA_CONTRACT
Tavarez,Julian,2001,2001,FA_CONTRACT
Petkovsek,Mark,2001,2001,FA_CONTRACT
Bere,Jason,2001,2001,FA_CONTRACT
Castillo,Frank,2001,2001,FA_CONTRACT
Gordon,Tom,2001,2001,FA_CONTRACT
Guthrie,Mark,2001,2001,FA_CONTRACT
Boone,Bret,2001,2001,FA_CONTRACT
Caminiti,Ken,2001,2001,FA_CONTRACT
Martinez,Dave,2001,2001,FA_CONTRACT
Henry,Doug,2001,2001,FA_CONTRACT
Valdes,Ismael,2001,2001,FA_CONTRACT
Plesac,Dan,2001,2001,FA_CONTRACT
Gant,Ron,2001,2001,FA_CONTRACT
Bottenfield,Kent,2001,2001,FA_CONTRACT
Gardner,Mark,2001,2001,FA_CONTRACT
Gwynn,Tony,2001,2001,FA_CONTRACT
Rapp,Pat,2001,2001,FA_CONTRACT
Buhner,Jay,2001,2001,FA_CONTRACT
Burkett,John,2001,2001,FA_CONTRACT
Bottalico,Ricky,2001,2001,FA_CONTRACT
Brogna,Rico,2001,2001,FA_CONTRACT
Davis,Eric,2001,2001,FA_CONTRACT
Marrtinez,Ramon,2001,2001,FA_CONTRACT
Rodriguez,Henry,2001,2001,FA_CONTRACT
Sanders,Reggie,2001,2001,FA_CONTRACT
Wohlers,Mark,2001,2001,FA_CONTRACT
Vizcaino,Jose,2001,2001,FA_CONTRACT
Arias,Alex,2001,2001,FA_CONTRACT
Oliver,Joe,2001,2001,FA_CONTRACT
Lampkin,Tom,2001,2001,FA_CONTRACT
Cone,David,2001,2001,FA_CONTRACT
Dunston,Shawon,2001,2001,FA_CONTRACT
Eldred,Cal,2001,2001,FA_CONTRACT
Frye,Jeff,2001,2001,FA_CONTRACT
Bonilla,Bobby,2001,2001,FA_CONTRACT
Alicea,Luis,2001,2001,FA_CONTRACT
Jones,Bobby J.,2001,2001,FA_CONTRACT
Magadan,Dave,2001,2001,FA_CONTRACT
Fabergas,Jorge,2001,2001,FA_CONTRACT
Sojo,Luis,2001,2001,FA_CONTRACT
Disarcina,Gary,2001,2001,FA_CONTRACT
Abbott,Kurt,2001,2001,FA_CONTRACT
Alexander,Manny,2001,2001,FA_CONTRACT
Andrews,Shane,2001,2001,FA_CONTRACT
Baines,Harold,2001,2001,FA_CONTRACT
Becker,Rich,2001,2001,FA_CONTRACT
Belcher,Tim,2001,2001,FA_CONTRACT
Blair,Willie,2001,2001,FA_CONTRACT
Bogar,Tim,2001,2001,FA_CONTRACT
Brantley,Jeff,2001,2001,FA_CONTRACT
Canseco,Jose,2001,2001,FA_CONTRACT
Gilkey,Bernard,2001,2001,FA_CONTRACT
Gooden,Dwight,2001,2001,FA_CONTRACT
Grebeck,Craig,2001,2001,FA_CONTRACT
Guillen,Ozzie,2001,2001,FA_CONTRACT
Hayes,Charlie,2001,2001,FA_CONTRACT
Henderson,Rickey,2001,2001,FA_CONTRACT
Howard,Thomas,2001,2001,FA_CONTRACT
Hunter,Brian R.,2001,2001,FA_CONTRACT
Joyner,Wally,2001,2001,FA_CONTRACT
Kamieniecki,Scott,2001,2001,FA_CONTRACT
Kelly,Roberto,2001,2001,FA_CONTRACT
Leyritz,Jim,2001,2001,FA_CONTRACT
Mabry,John,2001,2001,FA_CONTRACT
Mercker,Kent,2001,2001,FA_CONTRACT
Morandini,Mickey,2001,2001,FA_CONTRACT
Morris,Hal,2001,2001,FA_CONTRACT
Mouton,James,2001,2001,FA_CONTRACT
Munoz,Mike,2001,2001,FA_CONTRACT
Ontiveros,Steve,2001,2001,FA_CONTRACT
Orosco,Jesse,2001,2001,FA_CONTRACT
Prince,Tom,2001,2001,FA_CONTRACT
Radinsky,Scott,2001,2001,FA_CONTRACT
Reed,Jeff,2001,2001,FA_CONTRACT
Sanders,Deion,2001,2001,FA_CONTRACT
Santiago,Benito,2001,2001,FA_CONTRACT
Schourek,Pete,2001,2001,FA_CONTRACT
Seanez,Rudy,2001,2001,FA_CONTRACT
Servais,Scott,2001,2001,FA_CONTRACT
Sierra,Ruben,2001,2001,FA_CONTRACT
Sprague,Ed,2001,2001,FA_CONTRACT
Stocker,Kevin,2001,2001,FA_CONTRACT
Walbeck,Matt,2001,2001,FA_CONTRACT
Wilkins,Rick,2001,2001,FA_CONTRACT
Aguilera,Rick,2001,2001,FA_CONTRACT
Carrasco,Hector,2001,2001,FA_CONTRACT
Huson,Jeff,2001,2001,FA_CONTRACT
Jefferies,Gregg,2001,2001,FA_CONTRACT
Jones,Doug,2001,2001,FA_CONTRACT
Lewis,Mark,2001,2001,FA_CONTRACT
McMichael,Greg,2001,2001,FA_CONTRACT
Mieske,Matt,2001,2001,FA_CONTRACT
Myers,Randy,2001,2001,FA_CONTRACT
Polonia,Luis,2001,2001,FA_CONTRACT
Reboulet,Jeff,2001,2001,FA_CONTRACT
Simms,Mike,2001,2001,FA_CONTRACT
Stanley,Mike,2001,2001,FA_CONTRACT
Strawberry,Darryl,2001,2001,FA_CONTRACT
Webster,Lenny,2001,2001,FA_CONTRACT
Weiss,Walt,2001,2001,FA_CONTRACT
Wetteland,John,2001,2001,FA_CONTRACT
Giambi,Jason,2002,2002,FA_CONTRACT
Bonds,Barry,2002,2002,FA_CONTRACT
Park,Chan Ho,2002,2002,FA_CONTRACT
Damon,Johnny,2002,2002,FA_CONTRACT
Smoltz,John,2002,2002,FA_CONTRACT
Schmidt,Jason,2002,2002,FA_CONTRACT
Alou,Moises,2002,2002,FA_CONTRACT
Isringhausen,Jason,2002,2002,FA_CONTRACT
Boone,Bret,2002,2002,FA_CONTRACT
Gonzalez,Juan,2002,2002,FA_CONTRACT
Sele,Aaron,2002,2002,FA_CONTRACT
Karsay,Steve,2002,2002,FA_CONTRACT
Martinez,Tino,2002,2002,FA_CONTRACT
Cedeno,Roger,2002,2002,FA_CONTRACT
Nomo,Hideo,2002,2002,FA_CONTRACT
Hitchcock,Sterling,2002,2002,FA_CONTRACT
Burkett,John,2002,2002,FA_CONTRACT
Gutierrez,Ricky,2002,2002,FA_CONTRACT
White,Rondell,2002,2002,FA_CONTRACT
Weathers,David,2002,2002,FA_CONTRACT
Cordova,Marty,2002,2002,FA_CONTRACT
Bautista,Danny,2002,2002,FA_CONTRACT
Powell,Jay,2002,2002,FA_CONTRACT
Castilla,Vinny,2002,2002,FA_CONTRACT
Van Poppel,Todd,2002,2002,FA_CONTRACT
Wells,David,2002,2002,FA_CONTRACT
Williams,Mike,2002,2002,FA_CONTRACT
Christiansen,Jason,2002,2002,FA_CONTRACT
McLemore,Mark,2002,2002,FA_CONTRACT
Lopez,Javy,2002,2002,FA_CONTRACT
Paquette,Craig,2002,2002,FA_CONTRACT
Astacio,Pedro,2002,2002,FA_CONTRACT
Lopez,Albie,2002,2002,FA_CONTRACT
Wohlers,Mark,2002,2002,FA_CONTRACT
Young Sr.,Eric,2002,2002,FA_CONTRACT
Santiago,Benito,2002,2002,FA_CONTRACT
Adams,Terry,2002,2002,FA_CONTRACT
Valdes,Ismael,2002,2002,FA_CONTRACT
Zaun,Gregg,2002,2002,FA_CONTRACT
Sanders,Reggie,2002,2002,FA_CONTRACT
Hunter,Brian L.,2002,2002,FA_CONTRACT
Burba,Dave,2002,2002,FA_CONTRACT
Knoblauch,Chuck,2002,2002,FA_CONTRACT
Sierra,Ruben,2002,2002,FA_CONTRACT
Bell,David,2002,2002,FA_CONTRACT
Vizcaino,Jose,2002,2002,FA_CONTRACT
Bottalico,Ricky,2002,2002,FA_CONTRACT
Jones,Todd,2002,2002,FA_CONTRACT
Baldwin,James,2002,2002,FA_CONTRACT
Charlton,Norm,2002,2002,FA_CONTRACT
Cook,Dennis,2002,2002,FA_CONTRACT
DeShields,Delino,2002,2002,FA_CONTRACT
Gomez,Chris,2002,2002,FA_CONTRACT
Lofton,Kenny,2002,2002,FA_CONTRACT
Merced,Orlando,2002,2002,FA_CONTRACT
Mathews,T.J.,2002,2002,FA_CONTRACT
Velarde,Randy,2002,2002,FA_CONTRACT
Alicea,Luis,2002,2002,FA_CONTRACT
Brocail,Doug,2002,2002,FA_CONTRACT
Morgan,Mike,2002,2002,FA_CONTRACT
Eusebio,Tony,2002,2002,FA_CONTRACT
Embree,Alan,2002,2002,FA_CONTRACT
Fabergas,Jorge,2002,2002,FA_CONTRACT
Lewis,Darren,2002,2002,FA_CONTRACT
Pichardo,Hipolito,2002,2002,FA_CONTRACT
Stairs,Matt,2002,2002,FA_CONTRACT
Harnish,Pete,2002,2002,FA_CONTRACT
Abbott,Kurt,2002,2002,FA_CONTRACT
Bichette,Dante,2002,2002,FA_CONTRACT
Bogar,Tim,2002,2002,FA_CONTRACT
Bohanon,Brian,2002,2002,FA_CONTRACT
Bones,Ricky,2002,2002,FA_CONTRACT
Borders,Pat,2002,2002,FA_CONTRACT
Canseco,Jose,2002,2002,FA_CONTRACT
Coomer,Ron,2002,2002,FA_CONTRACT
Crabtree,Tim,2002,2002,FA_CONTRACT
DiSarcina,Gary,2002,2002,FA_CONTRACT
Franco,Julio,2002,2002,FA_CONTRACT
Gant,Ron,2002,2002,FA_CONTRACT
Hamilton,Joey,2002,2002,FA_CONTRACT
Henderson,Rickey,2002,2002,FA_CONTRACT
Hernandez,Carlos,2002,2002,FA_CONTRACT
Jackson,Mike,2002,2002,FA_CONTRACT
James,Mike,2002,2002,FA_CONTRACT
Knorr,Randy,2002,2002,FA_CONTRACT
Lansing,Mike,2002,2002,FA_CONTRACT
Lockhart,Keith,2002,2002,FA_CONTRACT
Mabry,John,2002,2002,FA_CONTRACT
Mahomes,Pat,2002,2002,FA_CONTRACT
Manzanillo,Josias,2002,2002,FA_CONTRACT
Martin,Al,2002,2002,FA_CONTRACT
McElroy,Chuck,2002,2002,FA_CONTRACT
Mercedes,Jose,2002,2002,FA_CONTRACT
Miceli,Dan,2002,2002,FA_CONTRACT
O'Leary,Troy,2002,2002,FA_CONTRACT
Olivares,Omar,2002,2002,FA_CONTRACT
Orosco,Jesse,2002,2002,FA_CONTRACT
Perez,Eduardo,2002,2002,FA_CONTRACT
Pratt,Todd,2002,2002,FA_CONTRACT
Raines,Tim,2002,2002,FA_CONTRACT
Rapp,Pat,2002,2002,FA_CONTRACT
Reed,Steve,2002,2002,FA_CONTRACT
Rijo,Jose,2002,2002,FA_CONTRACT
Rodriguez,Rich,2002,2002,FA_CONTRACT
Sanchez,Rey,2002,2002,FA_CONTRACT
Seanez,Rudy,2002,2002,FA_CONTRACT
Servais,Scott,2002,2002,FA_CONTRACT
Simas,Bill,2002,2002,FA_CONTRACT
Sojo,Luis,2002,2002,FA_CONTRACT
Sprague,Ed,2002,2002,FA_CONTRACT
Valentin,John,2002,2002,FA_CONTRACT
Villone,Ron,2002,2002,FA_CONTRACT
Watson,Allen,2002,2002,FA_CONTRACT
Baines,Harold,2002,2002,FA_CONTRACT
Beck,Rod,2002,2002,FA_CONTRACT
Bonillia,Bobby,2002,2002,FA_CONTRACT
Bottenfield,Kent,2002,2002,FA_CONTRACT
Brosius,Scott,2002,2002,FA_CONTRACT
Buhner,Jay,2002,2002,FA_CONTRACT
Caminiti,Ken,2002,2002,FA_CONTRACT
Cone,David,2002,2002,FA_CONTRACT
Cordova,Francisco,2002,2002,FA_CONTRACT
Curtis,Chad,2002,2002,FA_CONTRACT
Davis,Eric,2002,2002,FA_CONTRACT
Dipoto,Jerry,2002,2002,FA_CONTRACT
Ducey,Rob,2002,2002,FA_CONTRACT
Eldred,Cal,2002,2002,FA_CONTRACT
Fernandez,Alex,2002,2002,FA_CONTRACT
Fernandez,Tony,2002,2002,FA_CONTRACT
Frye,Jeff,2002,2002,FA_CONTRACT
Galarraga,Andres,2002,2002,FA_CONTRACT
Gardner,Mark,2002,2002,FA_CONTRACT
Gilkey,Bernard,2002,2002,FA_CONTRACT
Gwynn,Tony,2002,2002,FA_CONTRACT
Heredia,Gil,2002,2002,FA_CONTRACT
Javier,Stan,2002,2002,FA_CONTRACT
Leiter,Mark,2002,2002,FA_CONTRACT
Magadan,Dave,2002,2002,FA_CONTRACT
Martinez,Ramon J.,2002,2002,FA_CONTRACT
Mills,Alan,2002,2002,FA_CONTRACT
Mohler,Mike,2002,2002,FA_CONTRACT
Mouton,James,2002,2002,FA_CONTRACT
O'Neill,Paul,2002,2002,FA_CONTRACT
Oliver,Joe,2002,2002,FA_CONTRACT
Painter,Lance,2002,2002,FA_CONTRACT
Ripken Jr.,Cal,2002,2002,FA_CONTRACT
Saberhagen,Bret,2002,2002,FA_CONTRACT
Scanlon,Bob,2002,2002,FA_CONTRACT
Shaw,Jeff,2002,2002,FA_CONTRACT
Spiers,Bill,2002,2002,FA_CONTRACT
Springer,Russ,2002,2002,FA_CONTRACT
Tapani,Kevin,2002,2002,FA_CONTRACT
White,Devon,2002,2002,FA_CONTRACT
Witt,Bobby,2002,2002,FA_CONTRACT
Thome,Jim,2003,2003,FA_CONTRACT
Glavine,Tom,2003,2003,FA_CONTRACT
Alfonzo,Edgardo,2003,2003,FA_CONTRACT
Floyd,Cliff,2003,2003,FA_CONTRACT
Thomas,Frank,2003,2003,FA_CONTRACT
Durham,Ray,2003,2003,FA_CONTRACT
Kent,Jeff,2003,2003,FA_CONTRACT
Bell,David,2003,2003,FA_CONTRACT
Moyer,Jamie,2003,2003,FA_CONTRACT
Olerud,John,2003,2003,FA_CONTRACT
Williams,Woody,2003,2003,FA_CONTRACT
Maddux,Greg,2003,2003,FA_CONTRACT
Finley,Steve,2003,2003,FA_CONTRACT
Remlinger,Mike,2003,2003,FA_CONTRACT
Clemens,Roger,2003,2003,FA_CONTRACT
Rodriguez,Ivan,2003,2003,FA_CONTRACT
Byrd,Paul,2003,2003,FA_CONTRACT
Stanton,Mike,2003,2003,FA_CONTRACT
Trachsel,Steve,2003,2003,FA_CONTRACT
Daal,Omar,2003,2003,FA_CONTRACT
Mendoza,Ramiro,2003,2003,FA_CONTRACT
Ventura,Robin,2003,2003,FA_CONTRACT
Haynes,Jimmy,2003,2003,FA_CONTRACT
Hammond,Chris,2003,2003,FA_CONTRACT
Urbina,Ugueth,2003,2003,FA_CONTRACT
Mueller,Bill,2003,2003,FA_CONTRACT
Grissom,Marquis,2003,2003,FA_CONTRACT
Boehringer,Brian,2003,2003,FA_CONTRACT
McGriff,Fred,2003,2003,FA_CONTRACT
Colbrunn,Greg,2003,2003,FA_CONTRACT
Lieber,Jon,2003,2003,FA_CONTRACT
Estes,Shawn,2003,2003,FA_CONTRACT
Adams,Terry,2003,2003,FA_CONTRACT
Valdes,Ismael,2003,2003,FA_CONTRACT
Grace,Mark,2003,2003,FA_CONTRACT
Plesac,Dan,2003,2003,FA_CONTRACT
Rogers,Kenny,2003,2003,FA_CONTRACT
Veres,Dave,2003,2003,FA_CONTRACT
Guthrie,Mark,2003,2003,FA_CONTRACT
Timlin,Mike,2003,2003,FA_CONTRACT
Anderson,Brian,2003,2003,FA_CONTRACT
Fassero,Jeff,2003,2003,FA_CONTRACT
Hollandsworth,Todd,2003,2003,FA_CONTRACT
Lopez,Albie,2003,2003,FA_CONTRACT
Zeile,Todd,2003,2003,FA_CONTRACT
Gordon,Tom,2003,2003,FA_CONTRACT
Hansen,Dave,2003,2003,FA_CONTRACT
Sanchez,Rey,2003,2003,FA_CONTRACT
Loretta,Mark,2003,2003,FA_CONTRACT
Cruz,Deivi,2003,2003,FA_CONTRACT
Lofton,Kenny,2003,2003,FA_CONTRACT
Bere,Jason,2003,2003,FA_CONTRACT
Bordick,Mike,2003,2003,FA_CONTRACT
Glanville,Doug,2003,2003,FA_CONTRACT
Hernandez,Jose A.,2003,2003,FA_CONTRACT
Houston,Tyler,2003,2003,FA_CONTRACT
Reynolds,Shane,2003,2003,FA_CONTRACT
Sanders,Reggie,2003,2003,FA_CONTRACT
Reed,Steve,2003,2003,FA_CONTRACT
Stairs,Matt,2003,2003,FA_CONTRACT
Hamilton,Joey,2003,2003,FA_CONTRACT
Mabry,John,2003,2003,FA_CONTRACT
Pratt,Todd,2003,2003,FA_CONTRACT
Castillo,Frank,2003,2003,FA_CONTRACT
Myers,Greg,2003,2003,FA_CONTRACT
Orosco,Jesse,2003,2003,FA_CONTRACT
Banks,Willie,2003,2003,FA_CONTRACT
D'Amico,Jeff C.,2003,2003,FA_CONTRACT
Mlicki,Dave,2003,2003,FA_CONTRACT
O'Leary,Troy,2003,2003,FA_CONTRACT
Tavarez,Julian,2003,2003,FA_CONTRACT
White,Rick,2003,2003,FA_CONTRACT
Widger,Chris,2003,2003,FA_CONTRACT
Girardi,Joe,2003,2003,FA_CONTRACT
Alomar Jr.,Sandy,2003,2003,FA_CONTRACT
Holmes,Darren,2003,2003,FA_CONTRACT
Palmeiro,Orlando,2003,2003,FA_CONTRACT
Cordero,Wil,2003,2003,FA_CONTRACT
Hernandez,Roberto,2003,2003,FA_CONTRACT
Fetters,Mike,2003,2003,FA_CONTRACT
Moehler,Brian,2003,2003,FA_CONTRACT
Mulholland,Terry,2003,2003,FA_CONTRACT
Acevedo,Juan,2003,2003,FA_CONTRACT
Andrews,Shane,2003,2003,FA_CONTRACT
Baerga,Carlos,2003,2003,FA_CONTRACT
Baldwin,James,2003,2003,FA_CONTRACT
Bell,Jay,2003,2003,FA_CONTRACT
Borbon,Pedro,2003,2003,FA_CONTRACT
Borders,Pat,2003,2003,FA_CONTRACT
Bottalico,Ricky,2003,2003,FA_CONTRACT
Bragg,Darren,2003,2003,FA_CONTRACT
Burba,Dave,2003,2003,FA_CONTRACT
Charlton,Norm,2003,2003,FA_CONTRACT
Clark,Tony,2003,2003,FA_CONTRACT
Coomer,Ron,2003,2003,FA_CONTRACT
DiFelice,Mike,2003,2003,FA_CONTRACT
Donnels,Chris,2003,2003,FA_CONTRACT
Fabergas,Jorge,2003,2003,FA_CONTRACT
Flaherty,John,2003,2003,FA_CONTRACT
Franco,Julio,2003,2003,FA_CONTRACT
Galarrago,Andres,2003,2003,FA_CONTRACT
Gant,Ron,2003,2003,FA_CONTRACT
Goodwin,Tom,2003,2003,FA_CONTRACT
Harnish,Pete,2003,2003,FA_CONTRACT
Harris,Lenny,2003,2003,FA_CONTRACT
Haselman,Bill,2003,2003,FA_CONTRACT
Helling,Rick,2003,2003,FA_CONTRACT
Heredia,Felix,2003,2003,FA_CONTRACT
Hermanson,Dustin,2003,2003,FA_CONTRACT
Hollins,Dave,2003,2003,FA_CONTRACT
Jackson,Mike,2003,2003,FA_CONTRACT
Kreuter,Chad,2003,2003,FA_CONTRACT
Lloyd,Graeme,2003,2003,FA_CONTRACT
Loaiza,Esteban,2003,2003,FA_CONTRACT
Lockhart,Keith,2003,2003,FA_CONTRACT
Mahomes,Pat,2003,2003,FA_CONTRACT
Mercker,Kent,2003,2003,FA_CONTRACT
Nagy,Charles,2003,2003,FA_CONTRACT
Ochoa,Alex,2003,2003,FA_CONTRACT
Offerman,Jose,2003,2003,FA_CONTRACT
Osik,Keith,2003,2003,FA_CONTRACT
Parris,Steve,2003,2003,FA_CONTRACT
Perez,Eduardo,2003,2003,FA_CONTRACT
Person,Robert,2003,2003,FA_CONTRACT
Reboulet,Jeff,2003,2003,FA_CONTRACT
Reynoso,Armando,2003,2003,FA_CONTRACT
Rijo,Jose,2003,2003,FA_CONTRACT
Rodriguez,Rich,2003,2003,FA_CONTRACT
Seanez,Rudy,2003,2003,FA_CONTRACT
Shumpert,Terry,2003,2003,FA_CONTRACT
Sierra,Ruben,2003,2003,FA_CONTRACT
Stevens,Lee,2003,2003,FA_CONTRACT
Surhoff,B.J.,2003,2003,FA_CONTRACT
Valentin,John,2003,2003,FA_CONTRACT
Vander Wal,John,2003,2003,FA_CONTRACT
Villone,Ron,2003,2003,FA_CONTRACT
Walbeck,Matt,2003,2003,FA_CONTRACT
Wells,Bob,2003,2003,FA_CONTRACT
Wright,Jamey,2003,2003,FA_CONTRACT
Alicea,Luis,2003,2003,FA_CONTRACT
Arias,Alex,2003,2003,FA_CONTRACT
Benes,Andy,2003,2003,FA_CONTRACT
Benjamin,Mike,2003,2003,FA_CONTRACT
Brocail,Doug,2003,2003,FA_CONTRACT
Cook,Dennis,2003,2003,FA_CONTRACT
Dunston,Shawon,2003,2003,FA_CONTRACT
Finley,Chuck,2003,2003,FA_CONTRACT
Henderson,Rickey,2003,2003,FA_CONTRACT
Justice,David,2003,2003,FA_CONTRACT
Knoblauch,Chuck,2003,2003,FA_CONTRACT
Lampkin,Tom,2003,2003,FA_CONTRACT
Lankford,Ray,2003,2003,FA_CONTRACT
Lewis,Darren,2003,2003,FA_CONTRACT
Martinez,Dave,2003,2003,FA_CONTRACT
Morgan,Mike,2003,2003,FA_CONTRACT
Raines,Tim,2003,2003,FA_CONTRACT
Velarde,Randy,2003,2003,FA_CONTRACT
Tejada,Miguel,2004,2004,FA_CONTRACT
Guerrero,Vladimir,2004,2004,FA_CONTRACT
Colon,Bartolo,2004,2004,FA_CONTRACT
